plot,abundance,species,specieslowbar,genus,family,species.relative,genus.relative
99,1,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
99,30,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
99,19,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
99,0.3,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
100,1.8,Elymus repens,Elymus_repens,Elymus,Poaceae,,
100,2.5,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
100,1.3,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
100,1.2,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
100,0.1,Erigeron strigosus,Erigeron_strigosus,Erigeron,Asteraceae,,
100,0.5,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
100,17,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
100,4.7,Panicum virgatum,Panicum_virgatum,Panicum,Poaceae,,
100,18,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
100,1.4,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
100,0.1,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
101,1.2,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
101,1.8,Elymus repens,Elymus_repens,Elymus,Poaceae,,
101,0.1,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
101,0.1,Boechera divaricarpa,Boechera_divaricarpa,Boechera,Brassicaceae,,
101,2.8,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
101,0.4,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
101,15,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
101,8.5,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
101,16,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
101,1.6,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
101,0.5,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
101,0.3,Verbascum thapsus,Verbascum_thapsus,Verbascum,Scrophulariaceae,,Verbascum
101,3,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
102,0.8,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
102,0.3,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
102,0.2,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
102,35,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
102,4,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
102,20,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
102,1.5,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
103,0.5,Agastache foeniculum,Agastache_foeniculum,Agastache,Lamiaceae,,
103,1.3,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
103,1,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
103,0.3,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
103,0.2,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
103,16,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
103,7,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
103,22,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
103,1.5,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
103,4,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
104,0.1,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
104,45,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
104,3,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
104,27,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
104,0.7,Rudbeckia hirta,Rudbeckia_hirta,Rudbeckia,Asteraceae,,Echinacea
104,2.9,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
104,0.05,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
104,2.5,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
105,0.4,Elymus repens,Elymus_repens,Elymus,Poaceae,,
105,4.5,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
105,4.1,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
105,0.1,Liatris aspera,Liatris_aspera,Liatris,Asteraceae,,
105,65,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
105,4,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
105,1.5,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
106,0.1,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
106,3.6,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
106,0.3,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
106,0.3,Chondrosum gracile,Chondrosum_gracile,Chondrosum,Poaceae,,
106,0.4,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
106,13,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
106,55,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
106,1,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
106,2,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
107,2.3,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
107,0.6,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
107,0.4,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
107,0.15,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
107,35,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
107,34,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
107,0.7,Rudbeckia hirta,Rudbeckia_hirta,Rudbeckia,Asteraceae,,Echinacea
107,0.5,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
107,0.1,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
108,1.1,Elymus repens,Elymus_repens,Elymus,Poaceae,,
108,2,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
108,2.3,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
108,0.1,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
108,11.5,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
108,4,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
108,48,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
108,2.2,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
108,0,Sporobolus heterolepis,Sporobolus_heterolepis,Sporobolus,Poaceae,,
108,0.2,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
108,1,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
109,0.2,Elymus repens,Elymus_repens,Elymus,Poaceae,,
109,1.2,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
109,0.2,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
109,0.7,Asclepias tuberosa,Asclepias_tuberosa,Asclepias,Apocynaceae,,
109,1.6,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
109,0.05,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
109,18,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
109,65,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
109,1.3,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
109,0.4,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
110,2.1,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
110,0.4,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
110,0.1,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
110,11,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
110,16,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
110,18,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
110,0,Sporobolus heterolepis,Sporobolus_heterolepis,Sporobolus,Poaceae,,
110,4,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
110,0.7,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
111,1.4,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
111,0.2,Asclepias syriaca,Asclepias_syriaca,Asclepias,Apocynaceae,,
111,0.5,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
111,17,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
111,6,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
111,1.4,Panicum virgatum,Panicum_virgatum,Panicum,Poaceae,,
111,60,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
111,0.01,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
112,0.2,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
112,1,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
112,0.3,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
112,47,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
112,0.35,Oxalis sp,Oxalis_sp,Oxalis,Oxalidaceae,Oxalis griffithii,
112,4.5,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
112,3.6,Panicum virgatum,Panicum_virgatum,Panicum,Poaceae,,
112,18,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
112,1.3,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
113,0.7,Bouteloua curtipendula,Bouteloua_curtipendula,Bouteloua,Poaceae,,
113,8,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
113,75,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
113,1.3,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
113,1,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
114,0.8,Agastache foeniculum,Agastache_foeniculum,Agastache,Lamiaceae,,
114,0.3,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
114,0.9,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
114,26,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
114,60,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
115,0.3,Agastache foeniculum,Agastache_foeniculum,Agastache,Lamiaceae,,
115,0.2,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
115,0.4,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
115,27,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
115,52,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
115,1.6,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
115,4,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
116,0.3,Elymus repens,Elymus_repens,Elymus,Poaceae,,
116,4.5,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
116,0.9,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
116,9,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
116,45,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
116,2,Rudbeckia hirta,Rudbeckia_hirta,Rudbeckia,Asteraceae,,Echinacea
116,3.2,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
117,0.15,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
117,4,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
117,1.2,Chondrosum gracile,Chondrosum_gracile,Chondrosum,Poaceae,,
117,0.3,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
117,7,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
117,6,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
117,37,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
117,2.6,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
117,5,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
118,10,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
118,1.3,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
118,37,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
118,0.8,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
118,3,Sorghastrum nutans,Sorghastrum_nutans,Sorghastrum,Poaceae,,
119,0.2,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
119,1,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
119,0.8,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
119,0.1,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
119,0.7,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
119,11,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
119,13,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
119,17,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
119,0.2,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
119,0.2,Sporobolus heterolepis,Sporobolus_heterolepis,Sporobolus,Poaceae,,
119,0.3,Verbascum thapsus,Verbascum_thapsus,Verbascum,Scrophulariaceae,,Verbascum
120,0.9,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
120,0.3,Elymus repens,Elymus_repens,Elymus,Poaceae,,
120,0.3,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
120,0.3,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
120,0.4,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
120,0.05,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
120,0.9,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
120,20,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
120,0.2,Oxalis sp,Oxalis_sp,Oxalis,Oxalidaceae,Oxalis griffithii,
120,7,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
120,22,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
120,0.5,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
120,0.3,Verbascum thapsus,Verbascum_thapsus,Verbascum,Scrophulariaceae,,Verbascum
120,0.4,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
121,0.3,Elymus repens,Elymus_repens,Elymus,Poaceae,,
121,0.2,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
121,17,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
121,45,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
121,0,Sporobolus heterolepis,Sporobolus_heterolepis,Sporobolus,Poaceae,,
121,6,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
122,0.1,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
122,1.1,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
122,13,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
122,2.1,Muhlenbergia racemosa,Muhlenbergia_racemosa,Muhlenbergia,Poaceae,,
122,65,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
122,1.2,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
122,3,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
123,0.05,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
123,6,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
123,75,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
123,0.2,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
123,2,Schizachyrium scoparium,Schizachyrium_scoparium,Schizachyrium,Poaceae,,
124,5.8,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
124,68,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
124,0.8,Rudbeckia hirta,Rudbeckia_hirta,Rudbeckia,Asteraceae,,Echinacea
124,5.5,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
124,4.5,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
125,0.9,Symphyotrichum oolentangiense,Symphyotrichum_oolentangiense,Symphyotrichum,Asteraceae,,Symphyotrichum
125,0.8,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
125,6,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
125,44,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
125,4,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
125,8,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
126,5.5,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
126,4,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
126,0,Liatris aspera,Liatris_aspera,Liatris,Asteraceae,,
126,17,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
126,23,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
127,0.6,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
127,0.1,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
127,21,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
127,6.5,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
127,36,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
127,0.4,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
127,2.6,Schizachyrium scoparium,Schizachyrium_scoparium,Schizachyrium,Poaceae,,
128,0.5,Agastache foeniculum,Agastache_foeniculum,Agastache,Lamiaceae,,
128,6,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
128,3,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
128,1.4,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
128,0.1,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
128,17,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
128,1.5,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
128,14,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
128,3.5,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
129,0.2,Elymus repens,Elymus_repens,Elymus,Poaceae,,
129,0.3,Bouteloua curtipendula,Bouteloua_curtipendula,Bouteloua,Poaceae,,
129,21,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
129,48,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
129,0.21,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
130,2.3,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
130,0.4,Elymus repens,Elymus_repens,Elymus,Poaceae,,
130,3,Andropogon gerardii,Andropogon_gerardii,Andropogon,Poaceae,,
130,3.5,Eragrostis spectabilis,Eragrostis_spectabilis,Eragrostis,Poaceae,,
130,6,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
130,65,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
131,5.5,Eragrostis spectabilis,Eragrostis_spectabilis,Eragrostis,Poaceae,,
131,17,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
131,46,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
131,0,Monarda fistulosa,Monarda_fistulosa,Monarda,Lamiaceae,,
131,0.1,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
131,1.1,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
132,0.1,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
132,2.5,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
132,45,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
132,1.5,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
132,2.3,Sorghastrum nutans,Sorghastrum_nutans,Sorghastrum,Poaceae,,
132,5,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
133,0.7,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
133,0.1,Asclepias syriaca,Asclepias_syriaca,Asclepias,Apocynaceae,,
133,15,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
133,0.5,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
133,36,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
133,2.1,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
133,5,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
134,0.3,Elymus repens,Elymus_repens,Elymus,Poaceae,,
134,7,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
134,0,Liatris aspera,Liatris_aspera,Liatris,Asteraceae,,
134,1.5,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
134,50,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
134,0.3,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
134,7,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
135,0.1,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
135,0.7,Bouteloua curtipendula,Bouteloua_curtipendula,Bouteloua,Poaceae,,
135,7,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
135,7,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
135,45,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
135,0.6,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
136,1.2,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
136,1.5,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
136,0.8,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
136,7.5,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
136,20,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
136,39,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
136,0.6,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
136,1.5,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
137,0.2,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
137,0.5,Agastache foeniculum,Agastache_foeniculum,Agastache,Lamiaceae,,
137,0.4,Elymus repens,Elymus_repens,Elymus,Poaceae,,
137,0.05,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
137,0.02,Bromus inermis,Bromus_inermis,Bromus,Poaceae,,
137,53,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
137,0.01,Oxalis sp,Oxalis_sp,Oxalis,Oxalidaceae,Oxalis griffithii,
137,31,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
137,0.7,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
138,0.3,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
138,0.1,Elymus repens,Elymus_repens,Elymus,Poaceae,,
138,21,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
138,0,Monarda fistulosa,Monarda_fistulosa,Monarda,Lamiaceae,,
138,48,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
138,3,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
139,0.85,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
139,0.1,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
139,0.9,Bouteloua curtipendula,Bouteloua_curtipendula,Bouteloua,Poaceae,,
139,0.8,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
139,18,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
139,40,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
140,25,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
140,5,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
140,28,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
140,1.2,Rudbeckia hirta,Rudbeckia_hirta,Rudbeckia,Asteraceae,,Echinacea
140,0.6,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
140,4,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
141,0.3,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
141,0.05,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
141,19,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
141,0.01,Mollugo verticillata,Mollugo_verticillata,Mollugo,Molluginaceae,,
141,0.2,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
141,3,Panicum virgatum,Panicum_virgatum,Panicum,Poaceae,,
141,48,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
141,1.5,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
141,0.1,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
142,20,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
142,0,Liatris aspera,Liatris_aspera,Liatris,Asteraceae,,
142,3,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
142,55,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
142,0.3,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
142,0.3,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
143,0.1,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
143,1.3,Andropogon gerardii,Andropogon_gerardii,Andropogon,Poaceae,,
